task_name,load_type,cpu_name,timestamp,cores_used,cpu_load,temperature,cpu_freq,rapl_power,rapl_energy,estimated_power,estimated_energy,tapo_power,tapo_energy,tapo_time_delta,duration
Load for 0 threads or % load on all_cores,all_cores,Intel(R) Xeon(R) CPU E3-1240 V2 @ 3.40GHz,1736866099.9980605,8,2.5,49.0,1599.327875,0.1762793799621185,4.6355697362304715e-05,0.9059032258064517,7.684335073074023e-06,0,0,0,30.538775300999987
Load for 10 threads or % load on all_cores,all_cores,Intel(R) Xeon(R) CPU E3-1240 V2 @ 3.40GHz,1736866131.0446987,8,12.5,49.8,1599.292875,5.5088107550388195,5.799798473168395e-05,7.701290322580645,6.536165501667947e-05,0,0,0,30.556003262000104
Load for 20 threads or % load on all_cores,all_cores,Intel(R) Xeon(R) CPU E3-1240 V2 @ 3.40GHz,1736866162.1088045,8,21.8,49.8,1615.887,6.874427700098117,6.887324732077552e-05,14.45883870967742,0.00012281514661734017,0,0,0,30.5808577480002
Load for 30 threads or % load on all_cores,all_cores,Intel(R) Xeon(R) CPU E3-1240 V2 @ 3.40GHz,1736866193.198372,8,32.5,51.2,1608.707625,8.150962966608036,8.008787768136114e-05,21.122903225806454,0.00017917736530554418,0,0,0,30.538505429999987
Load for 40 threads or % load on all_cores,all_cores,Intel(R) Xeon(R) CPU E3-1240 V2 @ 3.40GHz,1736866224.2449238,8,41.2,52.6,1774.674,9.590357335248587,0.00011939784885153792,27.519870967741934,0.00023356720765311314,0,0,0,30.55596754599992
Load for 50 threads or % load on all_cores,all_cores,Intel(R) Xeon(R) CPU E3-1240 V2 @ 3.40GHz,1736866255.3088953,8,51.3,67.0,3691.3945,14.386126401140913,0.0002032038075629114,34.119387096774204,0.0002894370308469203,0,0,0,30.540959523999845
Load for 60 threads or % load on all_cores,all_cores,Intel(R) Xeon(R) CPU E3-1240 V2 @ 3.40GHz,1736866286.357926,8,60.8,67.8,3203.470375,24.131781439057242,0.0002502017190501027,40.80125806451613,0.00034607542561449563,0,0,0,30.536806867999985
Load for 70 threads or % load on all_cores,all_cores,Intel(R) Xeon(R) CPU E3-1240 V2 @ 3.40GHz,1736866317.402762,8,71.3,82.6,3592.053,29.980918434149974,0.0003775369217515201,47.27390322580646,0.0004010445097183033,0,0,0,30.541943295000237
Load for 80 threads or % load on all_cores,all_cores,Intel(R) Xeon(R) CPU E3-1240 V2 @ 3.40GHz,1736866348.452758,8,80.2,86.0,3594.7035,44.58692502781162,0.0004000440664238894,53.58183870967742,0.00045449143269400997,0,0,0,30.537735556999905
Load for 90 threads or % load on all_cores,all_cores,Intel(R) Xeon(R) CPU E3-1240 V2 @ 3.40GHz,1736866379.4978347,8,88.9,84.6,3591.723,47.199718258502074,0.0004102256151246736,60.172451612903224,0.0005103165358412896,0,0,0,30.533969553000134
Load for 100 threads or % load on all_cores,all_cores,Intel(R) Xeon(R) CPU E3-1240 V2 @ 3.40GHz,1736866410.5401917,8,100.0,85.2,3591.759875,48.40222176814008,0.00041915237032163,66.44032258064517,0.0005636082589397366,0,0,0,30.540446279000207
